title,date,content,link
Codeup Dallas Joins Career Day - Codeup,"May 16, 2022 ","Codeup Dallas Joins Career Day
May 16, 2022 | Codeup News, Dallas Newsletter, Featured


Last week our Codeup Dallas team participated in Career Day at James Madison High School which also included students from Lincoln High School. This Career Day was an initiative by United Way Dallas. Toyota, Goodwill, Dallas college, and the US Army we’re all in attendance as well to support the Career Day. 
Our team directly impacted about 60 students! We held three 45 minute sessions where we talked about the following: 

Non-traditional career paths 
The different careers in tech 
Provided resources for creating a solid first resume 
Discussed what we each did at Codeup 

We wrapped up each session with a fun Kahoot review and awarded some Codeup swag to the top winners! 
We want to thank United Way Dallas for having us out to support our local Dallas community. If you would like our Coduep team to come out and talk to your students about non-traditional career paths like our career accelerator programs, email us at marketing@codeup.com. 
Check out more photos of the event on our Instagram page.",https://codeup.com/dallas-newsletter/codeup-dallas-joins-career-day/
Project Quest Info Session: IT Jumpstart on May 24th - Codeup,"May 11, 2022 ","Project Quest Info Session: IT Jumpstart on May 24th
May 11, 2022 | San Antonio, Tips for Prospective Students, Workshops








Join our grant partner Project Quest as they discuss the latest program we offer called IT Jumpstart! This is a great program for anyone looking to make the jump into the IT industry. This is a lunchtime event so come bring your lunch, bring your questions, and get ready to learn all about IT Jumpstart from Project Quest!",https://codeup.com/workshops/project-quest-info-session-may-24th/
From Bootcamp to Bootcamp | A Military Appreciation Panel - Codeup,"Apr 27, 2022 ","From Bootcamp to Bootcamp | A Military Appreciation Panel
Apr 27, 2022 | Alumni Stories, Dallas, Events, Featured, Military, San Antonio, Veterans, Virtual, Workshops







In honor of Military Appreciation Month, join us for a discussion with Codeup Alumni who are also Military Veterans! We will chat about their experiences attending a coding bootcamp, and how their military training set them up for success here at Codeup. Grab your virtual seat now so you can be sent the exclusive Livestream link on the 11th! 
Thank you to our panelists for participating: 

Christopher Aguirre
Taryn McKenzie 
Desiree McElroy 


And thanks to Codeup’s Trey Iapachino who is also an Air Force Veteran!",https://codeup.com/workshops/from-bootcamp-to-bootcamp-a-military-appreciation-panel/
Our Acquisition of the Rackspace Cloud Academy: One Year Later - Codeup,"Apr 14, 2022 ","Our Acquisition of the Rackspace Cloud Academy: One Year Later
Apr 14, 2022 | Codeup News, Featured, IT Training


Just about a year ago on April 16th, 2021 we announced our acquisition of the Rackspace Cloud Academy! For a short time after the acquisition, it was rebranded as the Codeup Cloud Academy and is now a full-time part of the Codeup brand. You can read our blog when we announced this last year by clicking here. 
To look back at the past year, we checked in with Marcus Benavidez and Mike Jaime who stayed with Codeup after previously working with the Rackspace Cloud Academy. We also checked in with Dimitri Antoniou who is our VP of Strategic Initiatives and helped with the merger of the two companies. We asked them questions about the current campus, and also what the future may look like at Codeup’s new “Castle” campus. 
What makes Codeup’s new “Castle” campus so special?
Mike Jamie: Its history! Rackspace and former Rackers were instrumental in jumpstarting the tech industry here in San Antonio. This includes Geekdom, where Codeup was established. The Castle is where Rackspace ultimately decided to call its international headquarters. 
Marcus Benavidez: The campus is designed with the student experience in mind. This includes the large classrooms and facilities to match. It’s a piece of San Antonio history as it’s on the Rackspace Campus. 
Dimitri Antoniou: The Castle has been a staple of tech in San Antonio for years. Train new tech employees in high-growth careers like Cloud Administration from the Castle campus is an exciting extension of the legacy of Rackspace’s impact on San Antonio.
What new traditions have you created at the Castle or would to start since the acquisition?
Mike: A way to implement a version of “Rookie O” across staff and cohorts. 
Marcus: I would love to see some kind of Alumni wall or recognition for Alumni past, present, and future. 
Since it’s been 1 yr since the acquisition, where do you see our Castle campus in 3, 5, or even 10 years from now?
Marcus: It will be awesome once Web Development and Data Science programs are approved on this campus. I am looking forward to the cross-pollination of technologies, students, and staff. 
Dimitri: Maybe we will have our own mall to ourselves one day
What advice would you give to those considering our new Cloud Administration program?
Mike: If you’re looking to get your foot in the door, I think it’s a no-brainer as you will be learning AWS administration, which is the most in-demand cloud computing platform. Also, the decision to focus on hands-on experience and know-how as opposed to certification exam memorization will better prepare students with practical knowledge.
Marcus: Do it. The time to positively impact your life and to create change is now.
Dimitri: Skills in networking, Linux, and AWS can put you on a path to so many different careers, including cybersecurity and cloud architecture. These are some of the highest growth and most exciting pathways in technology. With experienced experts like Jeremy Price and Kris Connolly to teach you, there’s no better way to open doors in IT.
What programs could you see being delivered at the Castle campus in the future?
Mike: Cybersecurity again! Also Web Development and Data Science as well. 
Marcus: We should continue to build and offer classes that align with the market [i.e. what skills are in high demand]. 
Dimitri: AWS is one of 3 major cloud providers, along with Microsoft Azure and Google Cloud. I think it won’t be long until we’re training a variety of cloud careers across all major players.
The Castle has ping pong and foosball. What other indoor competitive game would you add?
Mike: Air Hockey and Shuffle Board
Marcus: Vintage Arcade games would be awesome! 
Dimitri: There’s so much open space – I’d love to run a nerf gun or dodgeball tournament!
Join our new Cloud Administration Program
Tinkerers, computer enthusiasts, mechanics, or really anyone who likes to fix and build things will love our brand new Cloud Administration program. The foundation of skills you will learn could land you a job in Cloud Architecture, Cybersecurity, DevOps, & Solutions Engineering. You will learn new skills in just 15 weeks, and won’t break the bank like a traditional 4-year college degree. Our next class starts on 5/31. 
Our Castle campus includes the following perks: 

Hands-on labs to get real-time hands-on experience
Live classroom instruction
Ping pong and foosball tables 
Lots of comfortable seating options to break out and study or just relax 
A large cafeteria area 
Free Coffee, Tea, Water, and Soda 
We also have a vending machine for additional drinks and snacks 
Free covered parking 
Located at Rackspace’s headquarters 

If you are looking to change your career, there is no better time than now! Classes for this new program will fill up fast so don’t delay!",https://codeup.com/featured/our-acquisition-of-the-rackspace-cloud-academy-one-year-later/
Learn to Code: HTML & CSS on 4/30 - Codeup,"Apr 1, 2022 ","Learn to Code: HTML & CSS on 4/30
Apr 1, 2022 | Virtual, Workshops








HTML & CSS are the design building blocks of all the websites you interact with on a daily basis. Attend this workshop to understand how it works and get some hands-on experience with coding! No prior experience is necessary!
Materials to bring:
A laptop – any kind! It just must be able to connect to WiFi
Your smiling face! 
Note: Must be 17+ years old to participate and live in the United States",https://codeup.com/workshops/virtual/learn-to-code-html-css-on-4-30/
Learn to Code: Python Workshop on 4/23 - Codeup,"Mar 31, 2022 ","Learn to Code: Python Workshop on 4/23
Mar 31, 2022 | Events, Virtual, Workshops








According to LinkedIn, the “#1 Most Promising Job” is data science! But we here at Codeup understand changing careers can be a daunting idea. That’s where our free Learn to Code workshops come in! 
On Saturday 4/23 we will be teaching a free Learn to Code workshop on the programming language Python which is one of the major building blocks of Data Science!
What is data science? What is Python? 
If you’re curious, join for free to learn the basics of Python from our very own instructors and get an introduction to the field of Data Science. This is all done from the comfort of home.
Save your seat quickly – our Python workshops are always in high demand! 
What you need:
1. Laptop (does not matter what kind). You need to be able to access WiFi and run an internet browser.
2. To RSVP!
You can register for the event below!",https://codeup.com/workshops/virtual/learn-to-code-python-workshop-on-4-16/
Coming Soon: Cloud Administration - Codeup,"Mar 17, 2022 ","Coming Soon: Cloud Administration
Mar 17, 2022 | Codeup News







We’re launching a new program out of San Antonio!
With the acquisition of Rackspace Open Cloud Academy last year, Codeup expanded its tech training into IT, cybersecurity, and cloud. Now, we are excited to announce our newest coming-soon program: Cloud Administration! Learn to build and manage cloud-based solutions.
What is the cloud? 
In short, the cloud lets you utilize the power of other people’s computers and infrastructure. Instead of having to run everything on your own computer (and dealing with pesky problems of storage, security, and reliability), you can instantly tap into the cloud to utilize the power of companies that specialize in these areas, like AWS, Google, and Microsoft.
Why the cloud? 
The future is in the cloud! As the new way of doing business, all companies need to build or interact with cloud products. And these aren’t just high-tech solutions – they’re the core of everyday products like cloud-based gaming from Xbox, collaborative work tools from Google Drive, and even music streaming services from Spotify.
What will we learn? 
The Cloud Administration program will be a 15-week career accelerator that marries the best of our Systems Engineering and Cyber Cloud programs. With hands-on training in networking, Linux, Windows, security, and AWS Cloud, we’ll prepare you for entry-level jobs like Cloud Specialist, Cloud Administrator, and Cloud Engineer. Learn to build infrastructure that enables software and data science products, manage cloud deployments, and optimize for cloud performance.

Who is this program for? 
If coding or statistics aren’t your things, but you’re interested in a career in tech, this is the program for you. Tinkerers, computer enthusiasts, mechanics, gamers – anyone who likes to fix and build things will love this program. With this foundation, students will be launched into IT towards careers in Cloud Architecture, Cybersecurity, DevOps, and Solutions Engineering.
When will the program launch? 
We anticipate starting our inaugural class in late May. With only 20 seats available in the inaugural class, space is limited. Sign up now to be the first to hear about the launch of our Cloud Administration program!


Be the first know when the Cloud Administration program launches by signing up on this page here.",https://codeup.com/codeup-news/coming-soon-cloud-administration/
5 Books Every Woman In Tech Should Read - Codeup,"Mar 8, 2022 ","5 Books Every Woman In Tech Should Read
Mar 8, 2022 | Featured


On this International Women’s Day 2022 we wanted to tell stories about women in tech. What better way to do that than celebrate female authors! These women have written phenomenal books in the tech space to tell their stories. These are women who have walked the walk in the tech world and/or offered unique perspectives to not just women in tech, but women in the workplace. This list goes in no particular order as we believe you should add all of these to your kindle or book library asap. You can click on each book image to take you to a purchase page on Amazon.
Let’s dive into the list below:
Reset: My Fight for Inclusion and Lasting Change by Ellen Pao
From the book’s description on Amazon:
“In 2015, Ellen K. Pao sued a powerhouse Silicon Valley venture capital firm, calling out workplace discrimination and retaliation against women and other underrepresented groups. Her suit rocked the tech world—and exposed its toxic culture and its homogeneity. Her message overcame negative PR attacks that took aim at her professional conduct and her personal life, and she won widespread public support—Time hailed her as “the face of change.” Though Pao lost her suit, she revolutionized the conversation at tech offices, in the media, and around the world. In Reset, she tells her full story for the first time.”

 
Female Innovators at Work: Women on Top of Tech by Danielle Newnham 
From the book’s description on Amazon:
“This book describes the experiences and successes of female innovators and entrepreneurs in the still largely male-dominated tech world in twenty candid interviews. It highlights the varied life and career stories that lead these women to the top positions in the technology industry that they are in now.
Interviewees include CEOs, founders, and inventors from a wide spectrum of tech organizations across sectors as varied as mobile technology, e-commerce, online education, and video games. Interviewer Danielle Newnham, a mobile startup and e-commerce entrepreneur herself as well as an online community organizer, presents the insights, instructive anecdotes, and advice shared with her in the interviews, including stories about raising capital for one’s start-up, and about the obstacles these women encountered and how they overcame them.”

 
Technically Wrong: Sexist Apps, Biased Algorithms, and Other Threats of Toxic Tech by Sara Wachter-Boettcher
From the book’s description on Amazon:
“Buying groceries, tracking our health, finding a date: whatever we want to do, odds are that we can now do it online. But few of us ask how all these digital products are designed, or why. It’s time we change that. Many of the services we rely on are full of oversights, biases, and downright ethical nightmares. Chatbots that harass women. Signup forms that fail anyone who’s not straight. Social media sites that send peppy messages about dead relatives. Algorithms that put more black people behind bars. 
Technically Wrong takes an unflinching look at the values, processes, and assumptions that lead to these problems and more. Wachter-Boettcher demystifies the tech industry, leaving those of us on the other side of the screen better prepared to make informed choices about the services we use – and demand more from the companies behind them.”

 
Brotopia: Breaking Up the Boys’ Club of Silicon Valley by Emily Chang
From the book’s description on Amazon:
“Silicon Valley is not a fantasyland of unicorns, virtual reality rainbows, and 3D-printed lollipops for women in tech. Instead, it’s a “Brotopia,” where men hold the cards and make the rules. While millions of dollars may seem to grow on trees in this land of innovation, tech’s aggressive, misogynistic, work-at-all costs culture has shut women out of the greatest wealth creation in the history of the world.
Brotopia reveals how Silicon Valley got so sexist despite its utopian ideals, why bro culture endures even as its companies claim the moral high ground, and how women are speaking out and fighting back. Drawing on her deep network of Silicon Valley insiders, Chang opens the boardroom doors of male-dominated venture capital firms like Kleiner Perkins, the subject of Ellen Pao’s high-profile gender discrimination lawsuit, and Sequoia, where a partner once famously said they “won’t lower their standards” just to hire women. Exposing the flawed logic in common excuses for why tech has long suffered the “pipeline” problem and invests in the delusion of meritocracy, Brotopia also shows how bias coded into AI, internet troll culture, and the reliance on pattern recognition harms not just women in tech but us all, and at an unprecedented scale.”

 
Life in Code: A Personal History of Technology by Ellen Ullman
From the book’s description on Amazon:
“The last twenty years have brought us the rise of the internet, the development of artificial intelligence, the ubiquity of once unimaginably powerful computers, and the thorough transformation of our economy and society. Through it all, Ellen Ullman lived and worked inside that rising culture of technology, and in Life in Code she tells the continuing story of the changes it wrought with a unique, expert perspective.
When Ellen Ullman moved to San Francisco in the early 1970s and went on to become a computer programmer, she was joining a small, idealistic, and almost exclusively male cadre that aspired to genuinely change the world. In 1997 Ullman wrote Close to the Machine, the now classic and still definitive account of life as a coder at the birth of what would be a sweeping technological, cultural, and financial revolution.
Twenty years later, the story Ullman recounts is neither one of unbridled triumph nor a nostalgic denial of progress. It is necessarily the story of digital technology’s loss of innocence as it entered the cultural mainstream, and it is a personal reckoning with all that has changed, and so much that hasn’t. Life in Code is an essential text toward our understanding of the last twenty years–and the next twenty.”

 
Let us know your thoughts on this list on social media! What books or authors should we add to this list for a future post?
Are you a woman who is interested in launching your career in tech? Help us close the gender gap in tech and apply for our Women in Tech scholarship! You can learn more by clicking here. 
We have a Data Science program that starts on 3/21 and a Web Development program that starts on 4/1. Let us know if you have questions by submitting your application or reaching out to us at admissions@codeup.com!",https://codeup.com/featured/5-books-every-woman-in-tech-should-read/
Codeup Start Dates for March 2022 - Codeup,"Jan 26, 2022 ","Codeup Start Dates for March 2022
Jan 26, 2022 | Codeup News


As we approach the end of January we wanted to look forward to our next start dates for all of our current programs.
Full Stack Web Development – 3/7/22
Full Stack Web Development is the first program we built and also our most popular. You’ve asked and we listened! Our next Web Development cohort will start on 3/7/2022 and is ENTIRELY VIRTUAL! THESE SEATS WILL GO FAST!
As one of the most in-demand jobs in the country, software and web development is the tech career with the newest jobs. In the U.S., there’s:

1.5 million developer jobs*
250,000 of them remain open
a high growth rate of 13%*

 
Data Science – 3/22/22
Our first new Data Science class of 2022 starts Monday 3/22/2022 at our downtown campus at the Vogue building.
Why consider pivoting careers to Data Science?

#1 job in America from 2016-2020 (Glassdoor*)
650% increase in data science positions since 2012
Nearly 12 million new jobs between 2019 and 2029
31% ten-year growth rate

The supply of data scientists remains painfully low compared to the outrageous demand. YOU can help close the gap while launching a fulfilling, secure, and high-paying career – one of the very best in the country!
Employers are scrambling to find talent due to a lack of qualified applicants. YOU can help fill the gap while future-proofing your skillset. Have the flexibility, security, and salary that you’ve always wanted in a career.
Are you ready to launch your career in tech? Apply today so our admissions team can save your seat and get your name on the list. Our application can be found here. 
Want to experience Codeup early? Join one of our workshops to get an intro to a specific coding language, learn about our financing options, or maybe even code yourself a resume! All of our events can be located here. 
We can’t wait to help you launch your career in tech!",https://codeup.com/codeup-news/codeup-start-dates-for-march-2022/
VET TEC Funding Now Available For Dallas Veterans - Codeup,"Jan 7, 2022 ","VET TEC Funding Now Available For Dallas Veterans
Jan 7, 2022 | Codeup News, Dallas Newsletter, Featured, Tips for Prospective Students







We are so happy to announce that VET TEC benefits are now available to be used at our campus located in Dallas, TX! Our next Dallas start date for our web development program is January 31st, 2022!
You don’t want to delay your application as this type of funding is limited. Apply now here for our web development program and note you are interested in using VET TEC.
 
VET TEC IN-PERSON WORKSHOP AT OUR DALLAS CAMPUS on 1/12/22
We’re hosting a VET TECH workshop next Wednesday evening at our Dallas Campus to discuss everything about this new funding option for our Dallas Veterans.
We’re one of the few coding bootcamps in Dallas approved for the use of VET TEC funding, so this workshop will go over why Codeup is the best place to use your benefits and help launch your career in tech once you’re out of the military. 
Details about the event and the link to grab your free tickets can be found here. 
The VET TEC program details and eligibility requirements are listed below. You can also visit our VET TEC program page here.
 
What is VET TEC?
VET TEC, which stands for Veteran Employment Through Technology Education Courses, is a program through the VA that matches career accelerators like Codeup with veterans looking to gain high-tech skills. Programs like Codeup will help you build the skills you need to become, for example, a Web Developer, while the VA helps you to pay for the tuition.
 
Are you eligible to use VET TEC funding?
To qualify for VET TEC, you must:
1. Not be on active duty or are within 180 days of separating from active duty2. Qualify for VA Education Assistance under the GI Bill3. Have at least one day of unexpired GI Bill® entitlement
 
When is VET TEC funding available?
VET TEC renews its funding on an annual cycle in October. 
IMPORTANT: Funds run out very quickly each year. If you’re interested in using VET TEC, we recommend applying immediately and going through our admissions process as quickly as possible. That way, you’ll be accepted early and we can certify your enrollment as soon as VET TEC funding becomes available from the VA.
Don’t delay your access to VET TEC funding and apply today!",https://codeup.com/codeup-news/vet-tec-funding-dallas/
